总商家数,开通机器人商家数,商家总会话数,平台客服总会话数,客服机器人总接待数,平台客服机器人排队放弃会话数,平台客服机器人接待后转人工会话数,平台客服有用户消息的机器人会话数,平台客服机器人拦截率,平台客服机器人实际拦截率,平台客服机器人有效拦截率,保存日期
259840,26253,8993,12881,11954,0,4172,7782,0.6509954826836206,0.6509954826836206,0.6509954826836205,2025-07-23
